cap-shape,cap-surface,cap-color,bruises?,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,target
0.3999999999999999,0.0,1.0,0.0,0.25,1.0,0.0,0.0,0.6363636363636364,0.0,0.25,0.3333333333333334,0.3333333333333333,0.7499999999999999,0.5,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.7999999999999999,0.6666666666666667,1
0.3999999999999999,0.0,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.2727272727272727,0.0,0.25,0.3333333333333334,0.3333333333333333,0.0,0.5,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.6666666666666667,1
0.3999999999999999,0.0,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.6363636363636364,0.0,0.25,0.3333333333333334,0.3333333333333333,0.4999999999999999,0.0,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.7999999999999999,0.16666666666666669,1
0.9999999999999999,0.0,1.0,0.0,0.25,1.0,0.0,0.0,0.2727272727272727,0.0,0.25,0.3333333333333334,0.3333333333333333,0.4999999999999999,0.75,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.6666666666666667,1
0.3999999999999999,0.0,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.6363636363636364,0.0,0.25,0.3333333333333334,0.3333333333333333,0.4999999999999999,0.0,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.6666666666666667,1
0.9999999999999999,0.9999999999999999,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.18181818181818182,0.0,0.25,0.3333333333333334,0.3333333333333333,0.7499999999999999,0.75,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.16666666666666669,1
0.3999999999999999,0.9999999999999999,1.0,0.0,0.25,1.0,0.0,0.0,0.18181818181818182,0.0,0.25,0.3333333333333334,0.3333333333333333,0.0,0.5,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.16666666666666669,1
0.3999999999999999,0.0,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.2727272727272727,0.0,0.25,0.3333333333333334,0.3333333333333333,0.4999999999999999,0.5,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.0,1
0.9999999999999999,0.0,1.0,0.0,0.25,1.0,0.0,0.0,0.18181818181818182,0.0,0.25,0.3333333333333334,0.3333333333333333,0.7499999999999999,0.75,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.7999999999999999,0.0,1
0.3999999999999999,0.0,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.18181818181818182,0.0,0.25,0.3333333333333334,0.3333333333333333,0.4999999999999999,0.5,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.7999999999999999,0.16666666666666669,1
0.3999999999999999,0.0,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.18181818181818182,0.0,0.25,0.3333333333333334,0.3333333333333333,0.7499999999999999,0.5,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.0,1
0.3999999999999999,0.0,1.0,0.0,0.25,1.0,0.0,0.0,0.2727272727272727,0.0,0.25,0.3333333333333334,0.3333333333333333,0.7499999999999999,0.0,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.16666666666666669,1
0.3999999999999999,0.9999999999999999,0.33333333333333326,1.0,0.625,1.0,0.0,0.0,0.9090909090909091,1.0,0.25,0.6666666666666667,0.6666666666666667,0.7499999999999999,0.875,0.0,0.6666666666666666,0.5,1.0000000000000002,0.375,0.9999999999999998,0.0,0
0.3999999999999999,0.9999999999999999,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.2727272727272727,0.0,0.25,0.3333333333333334,0.3333333333333333,0.7499999999999999,0.0,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.0,1
0.3999999999999999,0.9999999999999999,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.18181818181818182,0.0,0.25,0.3333333333333334,0.3333333333333333,0.4999999999999999,0.75,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.7999999999999999,0.0,1
0.3999999999999999,0.9999999999999999,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.18181818181818182,0.0,0.25,0.3333333333333334,0.3333333333333333,0.0,0.5,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.7999999999999999,0.16666666666666669,1
0.9999999999999999,0.9999999999999999,1.0,0.0,0.25,1.0,0.0,0.0,0.6363636363636364,0.0,0.25,0.3333333333333334,0.3333333333333333,0.7499999999999999,0.0,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.7999999999999999,0.16666666666666669,1
0.9999999999999999,0.9999999999999999,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.6363636363636364,0.0,0.25,0.3333333333333334,0.3333333333333333,0.0,0.5,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.16666666666666669,1
0.9999999999999999,0.9999999999999999,1.0,0.0,0.25,1.0,0.0,0.0,0.18181818181818182,0.0,0.25,0.3333333333333334,0.3333333333333333,0.7499999999999999,0.0,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.6666666666666667,1
0.3999999999999999,0.0,1.0,0.0,0.25,1.0,0.0,0.0,0.6363636363636364,0.0,0.25,0.3333333333333334,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.0,1
0.9999999999999999,0.0,1.0,0.0,0.25,1.0,0.0,0.0,0.18181818181818182,0.0,0.25,0.3333333333333334,0.3333333333333333,0.7499999999999999,0.5,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.7999999999999999,0.16666666666666669,1
0.9999999999999999,0.9999999999999999,1.0,0.0,0.25,1.0,0.0,0.0,0.6363636363636364,0.0,0.25,0.3333333333333334,0.3333333333333333,0.4999999999999999,0.0,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.6666666666666667,1
0.3999999999999999,0.0,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.6363636363636364,0.0,0.25,0.3333333333333334,0.3333333333333333,0.0,0.75,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.7999999999999999,0.16666666666666669,1
0.9999999999999999,0.0,1.0,0.0,0.25,1.0,0.0,0.0,0.2727272727272727,0.0,0.25,0.3333333333333334,0.3333333333333333,0.7499999999999999,0.0,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.7999999999999999,0.0,1
0.3999999999999999,0.0,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.2727272727272727,0.0,0.25,0.3333333333333334,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.7999999999999999,0.16666666666666669,1
0.3999999999999999,0.9999999999999999,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.18181818181818182,0.0,0.25,0.3333333333333334,0.3333333333333333,0.0,0.75,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.0,1
0.3999999999999999,0.0,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.2727272727272727,0.0,0.25,0.3333333333333334,0.3333333333333333,0.4999999999999999,0.5,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.16666666666666669,1
0.3999999999999999,0.9999999999999999,1.0,0.0,0.25,1.0,0.0,0.0,0.2727272727272727,0.0,0.25,0.3333333333333334,0.3333333333333333,0.7499999999999999,0.75,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.7999999999999999,0.16666666666666669,1
0.3999999999999999,0.0,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.6363636363636364,0.0,0.25,0.3333333333333334,0.3333333333333333,0.7499999999999999,0.0,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.16666666666666669,1
0.9999999999999999,0.0,1.0,0.0,0.25,1.0,0.0,0.0,0.18181818181818182,0.0,0.25,0.3333333333333334,0.3333333333333333,0.0,0.75,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.6666666666666667,1
0.3999999999999999,0.9999999999999999,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.6363636363636364,0.0,0.25,0.3333333333333334,0.3333333333333333,0.4999999999999999,0.0,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.16666666666666669,1
0.3999999999999999,0.9999999999999999,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.2727272727272727,0.0,0.25,0.3333333333333334,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.16666666666666669,1
0.3999999999999999,0.9999999999999999,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.6363636363636364,0.0,0.25,0.3333333333333334,0.3333333333333333,0.4999999999999999,0.0,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.7999999999999999,0.6666666666666667,1
0.9999999999999999,0.9999999999999999,0.6666666666666666,0.0,0.625,1.0,0.0,1.0,0.6363636363636364,0.0,0.0,0.6666666666666667,0.0,0.8749999999999999,0.875,0.0,0.6666666666666666,0.5,0.25000000000000006,0.125,0.7999999999999999,0.0,0
0.3999999999999999,0.9999999999999999,1.0,0.0,0.25,1.0,0.0,0.0,0.6363636363636364,0.0,0.25,0.3333333333333334,0.3333333333333333,0.4999999999999999,0.0,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.16666666666666669,1
0.9999999999999999,0.0,1.0,0.0,0.25,1.0,0.0,0.0,0.18181818181818182,0.0,0.25,0.3333333333333334,0.3333333333333333,0.0,0.75,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.0,1
0.9999999999999999,0.9999999999999999,0.4444444444444444,0.0,0.875,1.0,0.0,1.0,0.0,1.0,0.0,0.3333333333333334,0.6666666666666667,0.8749999999999999,0.875,0.0,0.6666666666666666,0.5,0.0,0.875,0.7999999999999999,0.6666666666666667,1
0.3999999999999999,0.9999999999999999,1.0,0.0,0.25,1.0,0.0,0.0,0.2727272727272727,0.0,0.25,0.3333333333333334,0.3333333333333333,0.0,0.5,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.7999999999999999,0.0,1
0.6,0.9999999999999999,0.4444444444444444,0.0,0.625,1.0,0.0,1.0,0.9090909090909091,0.0,0.0,0.3333333333333334,1.0,0.8749999999999999,0.5,0.0,0.6666666666666666,0.5,0.0,0.875,0.7999999999999999,0.0,1
0.3999999999999999,0.0,1.0,0.0,0.25,1.0,0.0,0.0,0.6363636363636364,0.0,0.25,0.3333333333333334,0.3333333333333333,0.0,0.75,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.0,1
0.9999999999999999,0.9999999999999999,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.2727272727272727,0.0,0.25,0.3333333333333334,0.3333333333333333,0.0,0.5,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.7999999999999999,0.0,1
0.9999999999999999,0.9999999999999999,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.2727272727272727,0.0,0.25,0.3333333333333334,0.3333333333333333,0.0,0.75,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.16666666666666669,1
0.3999999999999999,0.9999999999999999,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.18181818181818182,0.0,0.25,0.3333333333333334,0.3333333333333333,0.4999999999999999,0.75,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.16666666666666669,1
0.9999999999999999,0.0,1.0,0.0,0.25,1.0,0.0,0.0,0.6363636363636364,0.0,0.25,0.3333333333333334,0.3333333333333333,0.7499999999999999,0.75,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.7999999999999999,0.0,1
0.9999999999999999,0.0,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.18181818181818182,0.0,0.25,0.3333333333333334,0.3333333333333333,0.4999999999999999,0.75,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.7999999999999999,0.0,1
0.9999999999999999,0.9999999999999999,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.18181818181818182,0.0,0.25,0.3333333333333334,0.3333333333333333,0.4999999999999999,0.0,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.7999999999999999,0.0,1
0.9999999999999999,0.9999999999999999,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.6363636363636364,0.0,0.25,0.3333333333333334,0.3333333333333333,0.4999999999999999,0.5,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.16666666666666669,1
0.9999999999999999,0.9999999999999999,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.18181818181818182,0.0,0.25,0.3333333333333334,0.3333333333333333,0.7499999999999999,0.5,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.16666666666666669,1
0.3999999999999999,0.9999999999999999,0.2222222222222222,1.0,0.625,1.0,0.0,0.0,0.9090909090909091,1.0,0.25,0.6666666666666667,0.6666666666666667,0.3749999999999999,0.75,0.0,0.6666666666666666,0.5,1.0000000000000002,0.24999999999999997,0.9999999999999998,0.0,0
0.3999999999999999,0.0,1.0,0.0,0.25,1.0,0.0,0.0,0.2727272727272727,0.0,0.25,0.3333333333333334,0.3333333333333333,0.4999999999999999,0.5,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.6666666666666667,1
0.9999999999999999,0.9999999999999999,1.0,0.0,0.25,1.0,0.0,0.0,0.2727272727272727,0.0,0.25,0.3333333333333334,0.3333333333333333,0.7499999999999999,0.75,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.7999999999999999,0.16666666666666669,1
0.3999999999999999,0.0,1.0,0.0,0.25,1.0,0.0,0.0,0.18181818181818182,0.0,0.25,0.3333333333333334,0.3333333333333333,0.4999999999999999,0.5,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.7999999999999999,0.16666666666666669,1
0.9999999999999999,0.0,1.0,0.0,0.25,1.0,0.0,0.0,0.6363636363636364,0.0,0.25,0.3333333333333334,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.7999999999999999,0.6666666666666667,1
0.3999999999999999,0.0,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.2727272727272727,0.0,0.25,0.3333333333333334,0.3333333333333333,0.4999999999999999,0.0,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.16666666666666669,1
0.3999999999999999,0.0,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.2727272727272727,0.0,0.25,0.3333333333333334,0.3333333333333333,0.7499999999999999,0.75,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.7999999999999999,0.16666666666666669,1
0.9999999999999999,0.9999999999999999,1.0,0.0,0.25,1.0,0.0,0.0,0.18181818181818182,0.0,0.25,0.3333333333333334,0.3333333333333333,0.7499999999999999,0.75,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.16666666666666669,1
0.3999999999999999,0.6666666666666666,0.0,1.0,0.25,1.0,0.0,0.0,0.9090909090909091,1.0,0.25,0.6666666666666667,0.6666666666666667,0.8749999999999999,0.875,0.0,0.6666666666666666,0.5,1.0000000000000002,0.125,0.5999999999999999,0.8333333333333333,1
0.9999999999999999,0.9999999999999999,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.6363636363636364,0.0,0.25,0.3333333333333334,0.3333333333333333,0.7499999999999999,0.0,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.7999999999999999,0.16666666666666669,1
0.9999999999999999,0.9999999999999999,1.0,0.0,0.25,1.0,0.0,0.0,0.18181818181818182,0.0,0.25,0.3333333333333334,0.3333333333333333,0.4999999999999999,0.5,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.7999999999999999,0.6666666666666667,1
0.3999999999999999,0.0,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.18181818181818182,0.0,0.25,0.3333333333333334,0.3333333333333333,0.4999999999999999,0.5,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.7999999999999999,0.6666666666666667,1
0.3999999999999999,0.9999999999999999,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.18181818181818182,0.0,0.25,0.3333333333333334,0.3333333333333333,0.0,0.5,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.0,1
0.3999999999999999,0.0,1.0,0.0,0.25,1.0,0.0,0.0,0.6363636363636364,0.0,0.25,0.3333333333333334,0.3333333333333333,0.7499999999999999,0.0,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.7999999999999999,0.0,1
0.3999999999999999,0.9999999999999999,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.2727272727272727,0.0,0.25,0.3333333333333334,0.3333333333333333,0.4999999999999999,0.5,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.16666666666666669,1
0.9999999999999999,0.9999999999999999,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.6363636363636364,0.0,0.25,0.3333333333333334,0.3333333333333333,0.0,0.5,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.7999999999999999,0.16666666666666669,1
0.9999999999999999,0.6666666666666666,0.2222222222222222,1.0,0.625,1.0,0.0,0.0,0.09090909090909088,0.0,0.0,0.6666666666666667,0.6666666666666667,0.8749999999999999,0.25000000000000006,0.0,0.6666666666666666,1.0,0.0,0.875,0.19999999999999996,1.0,0
0.3999999999999999,0.0,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.18181818181818182,0.0,0.25,0.3333333333333334,0.3333333333333333,0.7499999999999999,0.75,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.7999999999999999,0.0,1
0.3999999999999999,0.0,1.0,0.0,0.25,1.0,0.0,0.0,0.6363636363636364,0.0,0.25,0.3333333333333334,0.3333333333333333,0.4999999999999999,0.75,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.0,1
0.3999999999999999,0.9999999999999999,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.18181818181818182,0.0,0.25,0.3333333333333334,0.3333333333333333,0.4999999999999999,0.5,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.0,1
0.9999999999999999,0.9999999999999999,1.0,0.0,0.25,1.0,0.0,0.0,0.18181818181818182,0.0,0.25,0.3333333333333334,0.3333333333333333,0.7499999999999999,0.75,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.6666666666666667,1
0.3999999999999999,0.9999999999999999,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.18181818181818182,0.0,0.25,0.3333333333333334,0.3333333333333333,0.4999999999999999,0.5,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.7999999999999999,0.0,1
0.9999999999999999,0.0,1.0,0.0,0.25,1.0,0.0,0.0,0.2727272727272727,0.0,0.25,0.3333333333333334,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.16666666666666669,1
0.0,0.9999999999999999,0.8888888888888888,1.0,0.625,1.0,1.0,1.0,0.9090909090909091,0.0,0.25,0.6666666666666667,0.6666666666666667,0.8749999999999999,0.875,0.0,0.6666666666666666,0.5,1.0000000000000002,0.875,0.19999999999999996,0.33333333333333337,1
0.3999999999999999,0.6666666666666666,0.0,1.0,0.25,1.0,0.0,0.0,0.2727272727272727,1.0,0.25,0.6666666666666667,0.6666666666666667,0.8749999999999999,0.875,0.0,0.6666666666666666,0.5,1.0000000000000002,0.125,0.7999999999999999,0.8333333333333333,1
0.9999999999999999,0.9999999999999999,1.0,0.0,0.25,1.0,0.0,0.0,0.6363636363636364,0.0,0.25,0.3333333333333334,0.3333333333333333,0.0,0.75,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.6666666666666667,1
0.3999999999999999,0.9999999999999999,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.18181818181818182,0.0,0.25,0.3333333333333334,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.0,1
0.3999999999999999,0.9999999999999999,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.18181818181818182,0.0,0.25,0.3333333333333334,0.3333333333333333,0.7499999999999999,0.75,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.7999999999999999,0.6666666666666667,1
0.3999999999999999,0.9999999999999999,1.0,0.0,0.25,1.0,0.0,0.0,0.6363636363636364,0.0,0.25,0.3333333333333334,0.3333333333333333,0.0,0.75,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.7999999999999999,0.6666666666666667,1
0.3999999999999999,0.0,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.18181818181818182,0.0,0.25,0.3333333333333334,0.3333333333333333,0.4999999999999999,0.5,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.0,1
0.9999999999999999,0.9999999999999999,1.0,0.0,0.25,1.0,0.0,0.0,0.2727272727272727,0.0,0.25,0.3333333333333334,0.3333333333333333,0.7499999999999999,0.75,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.7999999999999999,0.0,1
0.9999999999999999,0.0,1.0,0.0,0.25,1.0,0.0,0.0,0.6363636363636364,0.0,0.25,0.3333333333333334,0.3333333333333333,0.0,0.75,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.7999999999999999,0.16666666666666669,1
0.3999999999999999,0.0,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.6363636363636364,0.0,0.25,0.3333333333333334,0.3333333333333333,0.0,0.75,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.16666666666666669,1
0.9999999999999999,0.6666666666666666,0.8888888888888888,1.0,0.25,1.0,0.0,0.0,0.9090909090909091,1.0,0.25,0.0,0.0,0.8749999999999999,0.875,0.0,0.6666666666666666,0.5,1.0000000000000002,0.125,0.5999999999999999,0.8333333333333333,1
0.3999999999999999,0.9999999999999999,0.33333333333333326,1.0,0.625,1.0,0.0,0.0,0.45454545454545453,1.0,0.25,0.6666666666666667,0.6666666666666667,0.3749999999999999,0.75,0.0,0.6666666666666666,0.5,1.0000000000000002,0.375,0.7999999999999999,0.0,0
0.9999999999999999,0.9999999999999999,0.4444444444444444,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666667,0.3333333333333333,0.8749999999999999,0.75,0.0,0.6666666666666666,0.5,0.0,0.875,0.7999999999999999,0.0,1
0.3999999999999999,0.9999999999999999,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.6363636363636364,0.0,0.25,0.3333333333333334,0.3333333333333333,0.7499999999999999,0.75,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.0,1
0.3999999999999999,0.0,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.18181818181818182,0.0,0.25,0.3333333333333334,0.3333333333333333,0.7499999999999999,0.5,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.16666666666666669,1
0.3999999999999999,0.9999999999999999,0.2222222222222222,1.0,0.625,1.0,0.0,0.0,0.45454545454545453,1.0,0.25,0.6666666666666667,0.6666666666666667,0.7499999999999999,0.37500000000000006,0.0,0.6666666666666666,0.5,1.0000000000000002,0.24999999999999997,0.7999999999999999,0.0,0
0.9999999999999999,0.9999999999999999,0.0,1.0,0.625,1.0,0.0,0.0,0.09090909090909088,0.0,0.0,0.6666666666666667,0.6666666666666667,0.8749999999999999,0.25000000000000006,0.0,0.6666666666666666,1.0,0.0,0.875,0.19999999999999996,1.0,0
0.9999999999999999,0.9999999999999999,1.0,0.0,0.25,1.0,0.0,0.0,0.2727272727272727,0.0,0.25,0.3333333333333334,0.3333333333333333,0.4999999999999999,0.5,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.16666666666666669,1
0.9999999999999999,0.9999999999999999,1.0,0.0,0.25,1.0,0.0,0.0,0.18181818181818182,0.0,0.25,0.3333333333333334,0.3333333333333333,0.0,0.5,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.0,1
0.9999999999999999,0.9999999999999999,1.0,0.0,0.25,1.0,0.0,0.0,0.2727272727272727,0.0,0.25,0.3333333333333334,0.3333333333333333,0.4999999999999999,0.0,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.7999999999999999,0.6666666666666667,1
0.9999999999999999,0.9999999999999999,1.0,0.0,0.25,1.0,0.0,0.0,0.6363636363636364,0.0,0.25,0.3333333333333334,0.3333333333333333,0.4999999999999999,0.5,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.16666666666666669,1
0.3999999999999999,0.0,1.0,0.0,0.25,1.0,0.0,0.0,0.18181818181818182,0.0,0.25,0.3333333333333334,0.3333333333333333,0.0,0.5,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.16666666666666669,1
0.3999999999999999,0.9999999999999999,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.6363636363636364,0.0,0.25,0.3333333333333334,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.16666666666666669,1
0.9999999999999999,0.0,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.6363636363636364,0.0,0.25,0.3333333333333334,0.3333333333333333,0.4999999999999999,0.5,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.16666666666666669,1
0.3999999999999999,0.9999999999999999,1.0,0.0,0.25,1.0,0.0,0.0,0.6363636363636364,0.0,0.25,0.3333333333333334,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.7999999999999999,0.16666666666666669,1
0.9999999999999999,0.9999999999999999,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.2727272727272727,0.0,0.25,0.3333333333333334,0.3333333333333333,0.7499999999999999,0.75,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.7999999999999999,0.16666666666666669,1
0.9999999999999999,0.9999999999999999,1.0,0.0,0.25,1.0,0.0,0.0,0.18181818181818182,0.0,0.25,0.3333333333333334,0.3333333333333333,0.7499999999999999,0.5,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.16666666666666669,1
0.3999999999999999,0.9999999999999999,0.33333333333333326,0.0,0.25,1.0,0.0,0.0,0.2727272727272727,0.0,0.25,0.3333333333333334,0.3333333333333333,0.0,0.5,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.6666666666666667,1
0.3999999999999999,0.9999999999999999,1.0,0.0,0.25,1.0,0.0,0.0,0.2727272727272727,0.0,0.25,0.3333333333333334,0.3333333333333333,0.4999999999999999,0.0,0.0,0.6666666666666666,0.5,0.5000000000000001,0.125,0.9999999999999998,0.16666666666666669,1
